sigla_provincia;codice_istat;denominazione_ita;codice_belfiore;data_inizio_validita;data_fine_validita;stato_validita
UD;030813;PERTEOLE;G472;08/02/1923;15/04/1928;Inattivo
UD;801145;PERTEOLE;G472;05/01/1921;07/02/1923;Inattivo
BS;017139;"PERTICA ALTA";G474;27/11/1928;;Attivo
BS;017140;"PERTICA BASSA";G475;01/12/1928;;Attivo
SA;065093;PERTOSA;G476;17/03/1861;;Attivo
TO;001187;PERTUSIO;G477;02/03/1948;;Attivo
TO;001187;PERTUSIO;G477;17/03/1861;11/01/1927;Inattivo
AO;007867;PERTUSIO;G477;12/01/1927;30/05/1929;Inattivo
PG;054039;PERUGIA;G478;17/03/1861;;Attivo
UD;030899;PERVACINA;H054;08/02/1923;26/04/1923;Inattivo
GO;801160;PERVACINA;H054;05/01/1921;07/02/1923;Inattivo
PU;041044;PESARO;G479;17/03/1861;;Attivo
LU;046022;PESCAGLIA;G480;17/03/1861;;Attivo
VR;023058;PESCANTINA;G481;19/11/1866;;Attivo
PE;068028;PESCARA;G482;12/01/1927;;Attivo
CH;069809;PESCARA;G482;12/05/1879;11/01/1927;Inattivo
CR;019069;"PESCAROLO ED UNITI";G483;01/01/1868;;Attivo
AQ;066068;PESCASSEROLI;G484;17/03/1861;;Attivo
CO;013182;PESCATE;G485;17/03/1861;02/05/1928;Inattivo
CO;013182;PESCATE;G485;24/07/1953;15/04/1992;Inattivo
LC;097068;PESCATE;G485;16/04/1992;;Attivo
CB;070081;PESCHE;G486;24/02/1937;02/03/1970;Inattivo
CB;070081;PESCHE;G486;17/03/1861;07/08/1928;Inattivo
IS;094031;PESCHE;G486;03/03/1970;;Attivo
FG;071038;PESCHICI;G487;17/03/1861;;Attivo
MI;015171;"PESCHIERA BORROMEO";G488;06/05/1863;;Attivo
VR;023059;"PESCHIERA DEL GARDA";G489;09/09/1930;;Attivo
BS;017871;"PESCHIERA MARAGLIO";G490;13/07/1863;15/02/1928;Inattivo
VR;023059;"PESCHIERA SUL LAGO DI GARDA";G489;26/08/1867;08/09/1930;Inattivo
LU;046806;PESCIA;G491;10/05/1895;25/01/1928;Inattivo
PT;047012;PESCIA;G491;26/01/1928;;Attivo
AQ;066069;PESCINA;G492;17/03/1861;;Attivo
BN;062050;"PESCO SANNITA";G494;18/01/1948;;Attivo
AQ;066070;PESCOCOSTANZO;G493;17/03/1861;;Attivo
BN;062050;PESCOLAMAZZA;G494;17/03/1861;17/01/1948;Inattivo
CB;070082;PESCOLANCIANO;G495;17/03/1861;02/03/1970;Inattivo
IS;094032;PESCOLANCIANO;G495;03/03/1970;;Attivo
PZ;076058;PESCOPAGANO;G496;17/03/1861;;Attivo
CB;070083;PESCOPENNATARO;G497;17/03/1861;02/03/1970;Inattivo
IS;094033;PESCOPENNATARO;G497;03/03/1970;;Attivo
RI;057049;PESCOROCCHIANO;G498;12/01/1927;;Attivo
AQ;066822;PESCOROCCHIANO;G498;17/03/1861;11/01/1927;Inattivo
TE;067825;PESCOSANSONESCO;G499;17/03/1861;11/01/1927;Inattivo
PE;068029;PESCOSANSONESCO;G499;12/01/1927;;Attivo
FR;060049;PESCOSOLIDO;G500;12/01/1927;;Attivo
CE;061861;PESCOSOLIDO;G500;17/03/1861;11/01/1927;Inattivo
MI;015172;"PESSANO CON BORNAGO";G502;02/08/1870;;Attivo
CR;019070;"PESSINA CREMONESE";G504;12/06/1868;;Attivo
CO;013916;"PESSINA VALSASSINA";G503;23/02/1863;24/12/1927;Inattivo
TO;001188;PESSINETTO;G505;01/02/1934;;Attivo
TO;001188;PESSINETTO;G505;17/03/1861;23/12/1927;Inattivo
CB;070051;PETACCIATO;G506;03/03/1970;;Attivo
CB;070084;PETACCIATO;G506;07/02/1924;02/03/1970;Inattivo
PG;054900;PETESCIA;G507;17/03/1861;18/03/1923;Inattivo
RI;057071;PETESCIA;G507;12/01/1927;03/06/1950;Inattivo
RM;058974;PETESCIA;G507;19/03/1923;11/01/1927;Inattivo
CZ;079093;"PETILIA POLICASTRO";G508;06/02/1863;15/04/1992;Inattivo
KR;101017;"PETILIA POLICASTRO";G508;16/04/1992;;Attivo
SA;065094;PETINA;G509;17/03/1861;;Attivo
PA;082055;"PETRALIA SOPRANA";G510;17/03/1861;;Attivo
PA;082056;"PETRALIA SOTTANA";G511;17/03/1861;;Attivo
RI;057050;"PETRELLA SALTO";G513;12/01/1927;;Attivo
AQ;066823;"PETRELLA SALTO";G513;06/05/1863;11/01/1927;Inattivo
CB;070052;"PETRELLA TIFERNINA";G512;03/03/1970;;Attivo
CB;070085;"PETRELLA TIFERNINA";G512;06/02/1863;02/03/1970;Inattivo
PU;041045;PETRIANO;G514;19/01/1947;;Attivo
PU;041045;PETRIANO;G514;17/03/1861;20/02/1928;Inattivo
MC;043036;PETRIOLO;G515;17/03/1861;;Attivo
AP;044058;PETRITOLI;G516;04/03/1869;11/07/2009;Inattivo
FM;109031;PETRITOLI;G516;12/07/2009;;Attivo
CZ;079094;PETRIZZI;G517;17/03/1861;;Attivo
CZ;079095;PETRONA';G518;17/03/1861;;Attivo
TP;081024;PETROSINO;M281;10/08/1980;;Attivo
AV;064071;PETRURO;G519;28/08/1945;22/05/1950;Inattivo
AV;064071;PETRURO;G519;17/03/1861;27/01/1928;Inattivo
AV;064071;"PETRURO IRPINO";G519;23/05/1950;;Attivo
NO;003116;PETTENASCO;G520;17/03/1861;;Attivo
VC;002092;PETTINENGO;G521;12/01/1927;15/04/1992;Inattivo
NO;003415;PETTINENGO;G521;13/12/1880;11/01/1927;Inattivo
BI;096042;PETTINENGO;G521;16/04/1992;;Attivo
ME;083067;PETTINEO;G522;17/03/1861;;Attivo
CB;070086;"PETTORANELLO DEL MOLISE";G523;24/02/1937;02/03/1970;Inattivo
IS;094034;"PETTORANELLO DEL MOLISE";G523;03/03/1970;;Attivo
CB;070086;"PETTORANELLO DI MOLISE";G523;06/02/1863;07/08/1928;Inattivo
AQ;066071;"PETTORANO SUL GIZIO";G524;06/05/1863;;Attivo
RO;029035;"PETTORAZZA GRIMANI";G525;19/11/1866;;Attivo
CN;004163;PEVERAGNO;G526;17/03/1861;;Attivo
VC;002093;PEZZANA;G528;12/01/1927;;Attivo
NO;003416;PEZZANA;G528;17/03/1861;11/01/1927;Inattivo
BS;017141;PEZZAZE;G529;17/03/1861;;Attivo
CN;004164;"PEZZOLO VALLE UZZONE";G532;07/04/1928;;Attivo
BS;017872;PEZZORO;G533;17/03/1861;30/12/1927;Inattivo
PC;033032;PIACENZA;G535;17/03/1861;;Attivo
PD;028062;"PIACENZA D'ADIGE";G534;26/08/1867;;Attivo
CR;019071;PIADENA;G536;17/03/1861;31/12/2018;Inattivo
CR;019116;"PIADENA DRIZZONA";M418;01/01/2019;;Attivo
PU;041046;PIAGGE;G537;17/03/1861;31/12/2016;Inattivo
SA;065095;PIAGGINE;G538;10/02/1929;;Attivo
SA;065806;"PIAGGINE SOPRANE";G539;17/03/1861;09/02/1929;Inattivo
BS;017142;"PIAN CAMUNO";G546;26/01/1863;20/02/1929;Inattivo
BS;017142;"PIAN CAMUNO";G546;14/02/1957;;Attivo
BS;017142;"PIAN D'ARTOGNE";G550;21/02/1929;13/02/1957;Inattivo
BO;037051;"PIAN DEL VOGLIO";G566;31/10/1862;11/12/1924;Inattivo
AR;051029;"PIAN DI SCO";G552;17/03/1861;31/12/2013;Inattivo
BG;016848;"PIAN GAIANO";G562;17/03/1861;28/07/1928;Inattivo
SV;009048;"PIANA CRIXIA";G542;12/01/1927;;Attivo
GE;010909;"PIANA CRIXIA";G542;25/06/1880;11/01/1927;Inattivo
PA;082057;"PIANA DEGLI ALBANESI";G543;20/08/1941;;Attivo
PA;082057;"PIANA DEI GRECI";G543;17/03/1861;19/08/1941;Inattivo
CE;061056;"PIANA DI CAIAZZO";G541;01/09/1945;27/11/1976;Inattivo
CE;061056;"PIANA DI CAIAZZO";G541;24/11/1862;11/01/1927;Inattivo
BN;062818;"PIANA DI CAIAZZO";G541;12/01/1927;31/08/1945;Inattivo
CE;061056;"PIANA DI MONTE VERNA";G541;28/11/1976;;Attivo
IM;008828;PIANAVIA;G544;17/03/1861;16/04/1928;Inattivo
AO;007050;PIANBOSETO;G545;21/10/1939;29/01/1946;Inattivo
SI;052020;PIANCASTAGNAIO;G547;17/03/1861;;Attivo
VC;002823;PIANCERI;G548;12/01/1927;13/03/1928;Inattivo
NO;003417;PIANCERI;G548;17/03/1861;11/01/1927;Inattivo
BS;017206;PIANCOGNO;G549;13/02/1963;;Attivo
PU;041026;PIANDICASTELLO;F136;17/03/1861;01/07/1940;Inattivo
PU;041047;PIANDIMELETO;G551;17/03/1861;;Attivo
CS;078097;"PIANE CRATI";G553;19/01/1863;;Attivo
NO;003418;"PIANE DI SERRAVALLE SESIA";G554;23/04/1863;19/03/1913;Inattivo
VC;002824;"PIANE SESIA";G554;12/01/1927;08/10/1927;Inattivo
NO;003418;"PIANE SESIA";G554;20/03/1913;11/01/1927;Inattivo
TE;067826;PIANELLA;G555;17/03/1861;11/01/1927;Inattivo
PE;068030;PIANELLA;G555;12/01/1927;;Attivo
CO;013183;"PIANELLO DEL LARIO";G556;23/02/1863;;Attivo
PC;033033;"PIANELLO VAL TIDONE";G557;28/11/1862;;Attivo
CR;019072;PIANENGO;G558;26/08/1953;;Attivo
CR;019072;PIANENGO;G558;17/03/1861;25/01/1928;Inattivo
TO;001189;PIANEZZA;G559;17/03/1861;;Attivo
VI;024077;PIANEZZE;G560;19/11/1866;;Attivo
CN;004165;PIANFEI;G561;17/03/1861;;Attivo
IM;008829;PIANI;G563;17/03/1861;28/11/1923;Inattivo
BG;016162;PIANICO;G564;17/03/1861;;Attivo
VE;027028;PIANIGA;G565;19/11/1866;;Attivo
TN;022885;PIANO;G569;14/02/1923;06/10/1928;Inattivo
TN;802346;PIANO;G569;16/10/1920;13/02/1923;Inattivo
NA;063053;"PIANO DI SORRENTO";G568;25/10/1865;17/05/1927;Inattivo
NA;063053;"PIANO DI SORRENTO";G568;24/04/1946;;Attivo
TN;022448;"PIANO IN PASSERIA";F766;14/02/1923;26/04/1923;Inattivo
TN;802307;"PIANO IN PASSERIA";F766;16/10/1920;13/02/1923;Inattivo
CO;013917;"PIANO PORLEZZA";G567;13/07/1863;11/05/1928;Inattivo
CZ;079096;PIANOPOLI;D546;26/04/1872;;Attivo
BO;037047;PIANORO;G570;01/01/1866;;Attivo
VT;056043;PIANSANO;G571;12/01/1927;;Attivo
RM;058918;PIANSANO;G571;15/01/1871;11/01/1927;Inattivo
SO;014048;PIANTEDO;G572;17/03/1861;;Attivo
NA;063804;PIANURA;G573;17/03/1861;03/07/1926;Inattivo
BG;016163;PIARIO;G574;05/09/1958;;Attivo
BG;016163;PIARIO;G574;17/03/1861;13/05/1929;Inattivo
CN;004166;PIASCO;G575;17/03/1861;;Attivo
SO;014049;PIATEDA;G576;06/01/1867;;Attivo
VC;002094;PIATTO;G577;12/01/1927;15/04/1992;Inattivo
NO;003419;PIATTO;G577;17/03/1861;11/01/1927;Inattivo
BI;096043;PIATTO;G577;16/04/1992;;Attivo
TV;026802;PIAVON;G578;19/11/1866;11/04/1929;Inattivo
MS;045815;"PIAZZA AL SERCHIO";G582;30/03/1863;23/11/1923;Inattivo
LU;046023;"PIAZZA AL SERCHIO";G582;24/11/1923;;Attivo
CL;085805;"PIAZZA ARMERINA";G580;31/10/1862;11/01/1927;Inattivo
EN;086014;"PIAZZA ARMERINA";G580;12/01/1927;;Attivo
BG;016164;"PIAZZA BREMBANA";G579;26/08/1956;;Attivo
BG;016164;"PIAZZA BREMBANA";G579;13/07/1863;13/09/1927;Inattivo
CO;013918;"PIAZZA SANTO STEFANO";G581;23/02/1863;02/05/1929;Inattivo
BG;016165;PIAZZATORRE;G583;17/03/1861;;Attivo
TO;001848;PIAZZO;G584;17/03/1861;30/04/1928;Inattivo
BG;016849;"PIAZZO ALTO";G585;17/03/1861;19/02/1927;Inattivo
BG;016850;"PIAZZO BASSO";G586;17/03/1861;03/03/1916;Inattivo
PD;028063;"PIAZZOLA SUL BRENTA";G587;20/07/1882;;Attivo
BG;016166;PIAZZOLO;G588;17/03/1861;;Attivo
TE;067827;PICCIANO;G589;17/03/1861;11/01/1927;Inattivo
PE;068031;PICCIANO;G589;12/01/1927;;Attivo
PZ;076059;PICERNO;G590;17/03/1861;;Attivo
FR;060050;PICINISCO;G591;12/01/1927;;Attivo
CE;061862;PICINISCO;G591;17/03/1861;11/01/1927;Inattivo
FR;060051;PICO;G592;12/01/1927;;Attivo
CE;061863;PICO;G592;17/03/1861;11/01/1927;Inattivo
AT;005084;PIEA;G593;08/04/1935;;Attivo
AL;006910;PIEA;G593;17/03/1861;07/04/1935;Inattivo
VC;002095;PIEDICAVALLO;G594;12/01/1927;15/04/1992;Inattivo
NO;003420;PIEDICAVALLO;G594;17/03/1861;11/01/1927;Inattivo
BI;096044;PIEDICAVALLO;G594;16/04/1992;;Attivo
PG;054871;PIEDILUCO;G595;17/03/1861;11/01/1927;Inattivo
TR;055810;PIEDILUCO;G595;12/01/1927;12/01/1927;Inattivo
CE;061057;"PIEDIMONTE D'ALIFE";G596;01/09/1945;26/10/1970;Inattivo
CE;061057;"PIEDIMONTE D'ALIFE";G596;29/09/1862;11/01/1927;Inattivo
BN;062819;"PIEDIMONTE D'ALIFE";G596;12/01/1927;31/08/1945;Inattivo
UD;030893;"PIEDIMONTE DEL CALVARIO";G599;27/04/1923;11/01/1927;Inattivo
GO;031805;"PIEDIMONTE DEL CALVARIO";G599;12/01/1927;12/01/1927;Inattivo
CT;087035;"PIEDIMONTE ETNEO";G597;29/12/1862;;Attivo
CE;061057;"PIEDIMONTE MATESE";G596;27/10/1970;;Attivo
FR;060052;"PIEDIMONTE SAN GERMANO";G598;12/01/1927;;Attivo
CE;061864;"PIEDIMONTE SAN GERMANO";G598;29/12/1862;11/01/1927;Inattivo
NO;003117;PIEDIMULERA;G600;17/03/1861;22/05/1992;Inattivo
VB;103053;PIEDIMULERA;G600;23/05/1992;;Attivo
PG;054040;PIEGARO;G601;17/03/1861;;Attivo
SI;052021;PIENZA;G602;17/03/1861;;Attivo
CR;019073;PIERANICA;G603;17/03/1861;;Attivo
PV;018111;"PIETRA DE' GIORGI";G612;17/03/1861;;Attivo
PV;018854;"PIETRA GAVINA";G617;17/03/1861;15/12/1872;Inattivo
SV;009049;"PIETRA LIGURE";G605;12/01/1927;;Attivo
GE;010910;"PIETRA LIGURE";G605;23/04/1863;11/01/1927;Inattivo
AL;006129;"PIETRA MARAZZI";G619;17/03/1861;;Attivo
CB;070087;PIETRABBONDANTE;G606;17/03/1861;02/03/1970;Inattivo
IS;094035;PIETRABBONDANTE;G606;03/03/1970;;Attivo
IM;008041;PIETRABRUNA;G607;17/03/1861;;Attivo
TE;067034;PIETRACAMELA;G608;17/03/1861;;Attivo
CB;070053;PIETRACATELLA;G609;03/03/1970;;Attivo
CB;070088;PIETRACATELLA;G609;17/03/1861;02/03/1970;Inattivo
CB;070054;PIETRACUPA;G610;03/03/1970;;Attivo
CB;070089;PIETRACUPA;G610;17/03/1861;02/03/1970;Inattivo
AV;064072;PIETRADEFUSI;G611;17/03/1861;;Attivo
CH;069103;PIETRAFERRAZZANA;G613;17/03/1861;24/09/1928;Inattivo
CH;069103;PIETRAFERRAZZANA;G613;31/03/1963;;Attivo
CS;078098;PIETRAFITTA;G615;26/10/1893;;Attivo
PZ;076060;PIETRAGALLA;G616;17/03/1861;;Attivo
PG;054041;PIETRALUNGA;G618;17/03/1861;;Attivo
CE;061058;PIETRAMELARA;G620;01/09/1945;;Attivo
CE;061058;PIETRAMELARA;G620;17/03/1861;11/01/1927;Inattivo
NA;063861;PIETRAMELARA;G620;12/01/1927;31/08/1945;Inattivo
FG;071039;PIETRAMONTECORVINO;G604;10/11/1862;;Attivo
TE;067828;PIETRANICO;G621;17/03/1861;11/01/1927;Inattivo
PE;068032;PIETRANICO;G621;12/01/1927;;Attivo
CS;078099;PIETRAPAOLA;G622;07/03/1934;;Attivo
CS;078099;PIETRAPAOLA;G622;17/03/1861;18/05/1928;Inattivo
PZ;076061;PIETRAPERTOSA;G623;17/03/1861;;Attivo
CL;085806;PIETRAPERZIA;G624;17/03/1861;11/01/1927;Inattivo
EN;086015;PIETRAPERZIA;G624;12/01/1927;;Attivo
CN;004167;PIETRAPORZIO;G625;10/01/1947;;Attivo
CN;004167;PIETRAPORZIO;G625;17/03/1861;28/07/1928;Inattivo
BN;062051;PIETRAROJA;G626;17/03/1861;;Attivo
PU;041048;PIETRARUBBIA;G627;24/09/1947;;Attivo
PU;041048;PIETRARUBBIA;G627;17/03/1861;14/08/1928;Inattivo
LU;046024;PIETRASANTA;G628;17/03/1861;;Attivo
AV;064073;PIETRASTORNINA;G629;17/03/1861;;Attivo
CE;061059;PIETRAVAIRANO;G630;01/09/1945;;Attivo
CE;061059;PIETRAVAIRANO;G630;17/03/1861;11/01/1927;Inattivo
NA;063862;PIETRAVAIRANO;G630;12/01/1927;31/08/1945;Inattivo
BN;062052;PIETRELCINA;G631;17/03/1861;;Attivo
LU;046807;"PIEVE A NIEVOLE";G636;30/07/1905;25/01/1928;Inattivo
PT;047013;"PIEVE A NIEVOLE";G636;26/01/1928;;Attivo
PV;018112;"PIEVE ALBIGNOLA";G635;31/01/1869;;Attivo
BL;025038;"PIEVE D'ALPAGO";G638;19/11/1866;22/02/2016;Inattivo
CR;019074;"PIEVE D'OLMI";G647;30/08/1867;;Attivo
PV;018113;"PIEVE DEL CAIRO";G639;28/11/1890;;Attivo
TV;026096;"PIEVE DEL GRAPPA";M422;30/01/2019;;Attivo
CR;019879;"PIEVE DELMONA";G640;22/05/1869;18/05/1928;Inattivo
TN;022140;"PIEVE DI BONO";G641;07/03/1928;31/12/2015;Inattivo
TN;022234;"PIEVE DI BONO-PREZZO";M365;01/01/2016;;Attivo
BL;025039;"PIEVE DI CADORE";G642;19/11/1866;;Attivo
BO;037048;"PIEVE DI CENTO";G643;24/02/1929;;Attivo
FE;038801;"PIEVE DI CENTO";G643;17/03/1861;23/02/1929;Inattivo
MN;020040;"PIEVE DI CORIANO";G633;24/06/1867;31/12/2017;Inattivo
TN;022141;"PIEVE DI LEDRO";G644;20/09/1952;31/12/2009;Inattivo
TN;022141;"PIEVE DI LEDRO";G644;14/02/1923;08/02/1928;Inattivo
TN;802347;"PIEVE DI LEDRO";G644;16/10/1920;13/02/1923;Inattivo
TV;026057;"PIEVE DI SOLIGO";G645;19/11/1866;;Attivo
GE;010043;"PIEVE DI SORI";G646;17/03/1861;24/06/1920;Inattivo
IM;008042;"PIEVE DI TECO";G632;10/11/1862;;Attivo
MI;015173;"PIEVE EMANUELE";G634;03/11/1862;;Attivo
MI;015174;"PIEVE FISSIRAGA";G096;26/05/1879;15/04/1992;Inattivo
LO;098045;"PIEVE FISSIRAGA";G096;16/04/1992;;Attivo
MS;045816;"PIEVE FOSCIANA";G648;17/03/1861;23/11/1923;Inattivo
LU;046025;"PIEVE FOSCIANA";G648;24/11/1923;;Attivo
GE;010043;"PIEVE LIGURE";G646;19/12/1946;;Attivo
GE;010043;"PIEVE LIGURE";G646;25/06/1920;23/02/1928;Inattivo
PV;018114;"PIEVE PORTO MORONE";G650;12/02/1867;;Attivo
CR;019075;"PIEVE SAN GIACOMO";G651;12/07/1868;;Attivo
AR;051030;"PIEVE SANTO STEFANO";G653;17/03/1861;;Attivo
TN;022142;"PIEVE TESINO";G656;14/02/1923;;Attivo
TN;802348;"PIEVE TESINO";G656;16/10/1920;13/02/1923;Inattivo
MC;043038;"PIEVE TORINA";G657;17/03/1861;;Attivo
NO;003118;"PIEVE VERGONTE";G658;29/07/1928;22/05/1992;Inattivo
VB;103054;"PIEVE VERGONTE";G658;23/05/1992;;Attivo
MC;043037;PIEVEBOVIGLIANA;G637;17/03/1861;31/12/2016;Inattivo
MO;036031;PIEVEPELAGO;G649;01/10/1870;;Attivo
RM;058919;PIGLIO;G659;15/01/1871;11/01/1927;Inattivo
FR;060053;PIGLIO;G659;12/01/1927;;Attivo
IM;008043;PIGNA;G660;17/03/1861;;Attivo
FR;060054;"PIGNATARO INTERAMNA";G662;12/01/1927;;Attivo
CE;061865;"PIGNATARO INTERAMNA";G662;24/11/1862;11/01/1927;Inattivo
CE;061060;"PIGNATARO MAGGIORE";G661;01/09/1945;;Attivo
CE;061060;"PIGNATARO MAGGIORE";G661;29/09/1862;11/01/1927;Inattivo
NA;063863;"PIGNATARO MAGGIORE";G661;12/01/1927;31/08/1945;Inattivo
PZ;076062;PIGNOLA;G663;05/03/1935;;Attivo
PZ;076062;"PIGNOLA DI BASILICATA";G663;19/01/1863;13/03/1928;Inattivo
GE;010911;PIGNONE;G664;17/03/1861;21/12/1923;Inattivo
SP;011021;PIGNONE;G664;22/12/1923;;Attivo
CO;013184;PIGRA;G665;17/03/1861;;Attivo
VC;002096;PILA;G666;12/01/1927;;Attivo
NO;003421;PILA;G666;17/03/1861;11/01/1927;Inattivo
TN;022886;PILCANTE;G667;14/02/1923;05/09/1928;Inattivo
TN;802349;PILCANTE;G667;16/10/1920;13/02/1923;Inattivo
BS;017873;PILZONE;G668;17/03/1861;28/12/1927;Inattivo
CA;092048;PIMENTEL;G669;20/08/1974;27/04/2016;Inattivo
CA;092088;PIMENTEL;G669;08/02/1946;19/08/1974;Inattivo
CA;092088;PIMENTEL;G669;17/03/1861;30/06/1928;Inattivo
SU;111055;PIMENTEL;G669;28/04/2016;31/05/2025;Inattivo
CA;118036;Pimentel;G669;01/06/2025;;Attivo
NA;063054;PIMONTE;G670;17/03/1861;;Attivo
PV;018115;"PINAROLO PO";G671;04/06/1871;;Attivo
TO;001190;PINASCA;G672;17/03/1861;;Attivo
RO;029036;PINCARA;G673;23/12/1878;;Attivo
TO;001191;PINEROLO;G674;17/03/1861;;Attivo
TE;067035;PINETO;F831;21/05/1929;;Attivo
PL;702728;PINGUENTE;G675;08/02/1923;15/09/1947;Inattivo
PL;801147;PINGUENTE;G675;05/01/1921;07/02/1923;Inattivo
AT;005085;"PINO D'ASTI";G676;23/06/1947;;Attivo
AL;006911;"PINO D'ASTI";G676;16/02/1863;05/04/1929;Inattivo
VA;012112;"PINO SULLA SPONDA DEL LAGO MAGGIORE";G677;12/01/1927;03/02/2014;Inattivo
CO;013489;"PINO SULLA SPONDA DEL LAGO MAGGIORE";G677;23/02/1863;11/01/1927;Inattivo
TO;001192;"PINO TORINESE";G678;17/03/1861;;Attivo
UD;030104;"PINZANO AL TAGLIAMENTO";G680;02/09/1867;05/04/1968;Inattivo
PN;093030;"PINZANO AL TAGLIAMENTO";G680;06/04/1968;;Attivo
TN;022143;PINZOLO;G681;14/02/1923;;Attivo
TN;802350;PINZOLO;G681;16/10/1920;13/02/1923;Inattivo
PU;041049;PIOBBICO;G682;17/03/1861;;Attivo
CN;004168;"PIOBESI D'ALBA";G683;12/11/1946;;Attivo
CN;004168;"PIOBESI D'ALBA";G683;19/12/1862;13/06/1928;Inattivo
TO;001193;"PIOBESI TORINESE";G684;05/01/1863;;Attivo
VC;002097;PIODE;G685;12/01/1927;;Attivo
NO;003422;PIODE;G685;17/03/1861;11/01/1927;Inattivo
MI;015175;PIOLTELLO;G686;06/07/1869;;Attivo
LI;049012;PIOMBINO;G687;30/11/1925;;Attivo
PI;050808;PIOMBINO;G687;17/03/1861;29/11/1925;Inattivo
PD;028064;"PIOMBINO DESE";G688;26/08/1867;;Attivo
PR;034805;PIONE;G689;27/01/1927;26/05/1927;Inattivo
MC;043039;PIORACO;G690;17/03/1861;;Attivo
TO;001194;PIOSSASCO;G691;17/03/1861;;Attivo
AT;005086;PIOVA';G692;08/04/1935;10/02/1940;Inattivo
AL;006912;PIOVA';G692;17/03/1861;07/04/1935;Inattivo
AT;005086;"PIOVA' MASSAIA";G692;11/02/1940;;Attivo
PD;028065;"PIOVE DI SACCO";G693;19/11/1866;;Attivo
VI;024078;PIOVENE;G694;19/11/1866;11/12/1933;Inattivo
VI;024078;"PIOVENE ROCCHETTE";G694;12/12/1933;;Attivo
AL;006130;PIOVERA;G695;17/03/1861;31/12/2017;Inattivo
PC;033034;PIOZZANO;G696;16/04/1877;;Attivo
CN;004169;PIOZZO;G697;17/03/1861;;Attivo
RM;058929;PIPERNO;G698;15/01/1871;08/09/1928;Inattivo
ME;083068;PIRAINO;G699;17/03/1861;;Attivo
PL;702729;PIRANO;G700;08/02/1923;03/04/1977;Inattivo
PL;801148;PIRANO;G700;05/01/1921;07/02/1923;Inattivo
CA;092805;PIRRI;G701;17/03/1861;11/05/1928;Inattivo
PI;050026;PISA;G702;05/08/1867;;Attivo
NO;003119;PISANO;G703;17/03/1861;;Attivo
TO;001195;PISCINA;G705;26/05/1893;;Attivo
CA;092107;PISCINAS;M291;06/08/1988;31/12/2005;Inattivo
CI;107015;PISCINAS;M291;01/01/2006;27/04/2016;Inattivo
SU;111056;PISCINAS;M291;28/04/2016;31/05/2025;Inattivo
CI;119015;Piscinas;M291;01/06/2025;;Attivo
NA;063805;PISCINOLA;G706;17/03/1861;13/12/1865;Inattivo
SA;065096;PISCIOTTA;G707;17/03/1861;;Attivo
CZ;079802;PISCOPIO;G708;17/03/1861;28/05/1937;Inattivo
PL;702730;PISINO;G709;08/02/1923;15/09/1947;Inattivo
PL;801149;PISINO;G709;05/01/1921;07/02/1923;Inattivo
BS;017143;PISOGNE;G710;17/03/1861;;Attivo
RM;058077;PISONIANO;G704;29/10/1871;;Attivo
PV;018855;PISSARELLO;G711;17/03/1861;14/10/1872;Inattivo
PZ;076821;PISTICCI;G712;17/03/1861;11/01/1927;Inattivo
MT;077020;PISTICCI;G712;12/01/1927;;Attivo
PT;047014;PISTOIA;G713;12/01/1927;;Attivo
FI;048819;PISTOIA;G713;28/12/1877;11/01/1927;Inattivo
VC;002098;PISTOLESA;G714;12/01/1927;15/04/1992;Inattivo
NO;003423;PISTOLESA;G714;17/03/1861;11/01/1927;Inattivo
BI;096045;PISTOLESA;G714;16/04/1992;31/12/1998;Inattivo
PT;047015;PITEGLIO;G715;12/01/1927;31/12/2016;Inattivo
FI;048820;PITEGLIO;G715;17/03/1861;11/01/1927;Inattivo
GR;053019;PITIGLIANO;G716;17/03/1861;;Attivo
MN;020041;PIUBEGA;G717;01/07/1868;;Attivo
SO;014050;PIURO;G718;17/03/1861;;Attivo
TO;001196;PIVERONE;G719;17/03/1861;11/01/1927;Inattivo
TO;001196;PIVERONE;G719;26/12/1946;;Attivo
AO;007868;PIVERONE;G719;12/01/1927;25/05/1929;Inattivo
PV;018116;PIZZALE;G720;17/03/1861;;Attivo
CR;019076;PIZZIGHETTONE;G721;17/03/1861;;Attivo
CZ;079097;PIZZO;G722;17/03/1861;15/04/1992;Inattivo
VV;102027;PIZZO;G722;16/04/1992;;Attivo
PV;018856;PIZZOCORNO;G723;17/03/1861;06/08/1928;Inattivo
CH;069066;PIZZOFERRATO;G724;17/03/1861;;Attivo
AQ;066072;PIZZOLI;G726;17/03/1861;;Attivo
CB;070090;PIZZONE;G727;07/03/1934;02/03/1970;Inattivo
CB;070090;PIZZONE;G727;17/03/1861;17/04/1928;Inattivo
IS;094036;PIZZONE;G727;03/03/1970;;Attivo
CZ;079098;PIZZONI;G728;17/03/1861;15/04/1992;Inattivo
VV;102028;PIZZONI;G728;16/04/1992;;Attivo
RC;080059;PLACANICA;G729;17/03/1861;;Attivo
TN;022463;PLAGNOLO;G730;14/02/1923;26/04/1923;Inattivo
TN;802351;PLAGNOLO;G730;16/10/1920;13/02/1923;Inattivo
UD;030894;PLANINA;G731;08/02/1923;11/01/1927;Inattivo
GO;031853;PLANINA;G731;12/01/1927;27/07/1928;Inattivo
